position,name,height,foot,current league,current club,24/25 minutes,24/25 goals,24/25 games,24/25 assists,23/24 minutes,23/24 goals,23/24 games,23/24 assists,22/23 minutes,22/23 goals,22/23 games,22/23 assists,21/22 minutes,21/22 goals,21/22 games,21/22 assists,20/21 minutes,20/21 goals,20/21 games,20/21 assists,19/20 minutes,19/20 goals,19/20 games,19/20 assists,18/19 minutes,18/19 goals,18/19 games,18/19 assists,17/18 minutes,17/18 goals,17/18 games,17/18 assists,16/17 minutes,16/17 goals,16/17 games,16/17 assists
Forward,Cédric Bakambu,182.0,right,LaLiga,Real Betis Balompié,427.0,1.0,13.0,1.0,603.0,3.0,21.0,1.0,2459.0,18.0,40.0,4.0,768.0,4.0,21.0,1.0,932.0,5.0,13.0,1.0,1475.0,14.0,20.0,6.0,2238.0,16.0,26.0,7.0,4075.0,37.0,49.0,7.0,2024.0,11.0,34.0,2.0
Left Winger,Serge Gnabry,176.0,right,Bundesliga,Bayern Munich,991.0,2.0,16.0,4.0,764.0,5.0,20.0,2.0,2573.0,17.0,47.0,12.0,2748.0,17.0,45.0,9.0,2388.0,11.0,38.0,7.0,3346.0,23.0,46.0,14.0,2544.0,13.0,42.0,9.0,1807.0,10.0,27.0,8.0,1971.0,11.0,27.0,2.0
Forward,Thijs Dallinga,190.0,right,Serie A,Bologna FC 1909,486.0,0.0,14.0,0.0,3443.0,19.0,44.0,5.0,2822.0,18.0,42.0,3.0,3951.0,36.0,44.0,9.0,157.0,3.0,11.0,0.0,491.0,2.0,9.0,0.0,2321.0,17.0,32.0,1.0,1953.0,13.0,26.0,2.0,,,,
Forward,Artem Dovbyk,189.0,left,Serie A,AS Roma,1331.0,6.0,17.0,1.0,2857.0,25.0,41.0,10.0,3437.0,29.0,39.0,8.0,1519.0,14.0,18.0,5.0,2138.0,10.0,27.0,1.0,1408.0,11.0,34.0,3.0,414.0,4.0,10.0,0.0,602.0,3.0,15.0,0.0,1521.0,6.0,23.0,0.0
Forward,Alexander Isak,192.0,right,Premier League,Newcastle United,1008.0,5.0,12.0,2.0,2973.0,25.0,40.0,2.0,1834.0,11.0,29.0,3.0,2761.0,10.0,41.0,3.0,2980.0,17.0,44.0,2.0,2064.0,16.0,45.0,3.0,2484.0,19.0,29.0,9.0,367.0,2.0,13.0,1.0,471.0,2.0,7.0,0.0
Forward,Vincent Aboubakar,184.0,right,Süper Lig,Hatayspor,611.0,1.0,9.0,1.0,1900.0,12.0,34.0,3.0,2243.0,17.0,28.0,4.0,1769.0,8.0,24.0,4.0,2400.0,17.0,32.0,5.0,294.0,2.0,10.0,0.0,589.0,4.0,11.0,2.0,2972.0,26.0,43.0,7.0,2426.0,19.0,38.0,4.0
Forward,Artem Dzyuba,197.0,right,Premier Liga,Akron Togliatti,554.0,2.0,9.0,3.0,1657.0,4.0,26.0,4.0,1300.0,9.0,18.0,5.0,2145.0,13.0,39.0,10.0,2770.0,22.0,34.0,9.0,3126.0,21.0,37.0,15.0,3197.0,13.0,37.0,17.0,1986.0,8.0,34.0,4.0,2819.0,14.0,34.0,6.0
Attacking Midfield,Sammie Szmodics,168.0,right,Premier League,Ipswich Town,698.0,6.0,14.0,1.0,4239.0,33.0,48.0,4.0,2695.0,7.0,43.0,4.0,2592.0,7.0,39.0,2.0,3612.0,16.0,46.0,8.0,990.0,4.0,14.0,4.0,4113.0,15.0,48.0,9.0,2861.0,13.0,40.0,4.0,1494.0,5.0,23.0,3.0
Forward,Aleksandr Sobolev,195.0,right,Premier Liga,Zenit St. Petersburg,693.0,2.0,15.0,1.0,2415.0,10.0,34.0,9.0,2414.0,15.0,32.0,9.0,2303.0,15.0,36.0,6.0,1634.0,15.0,24.0,5.0,2417.0,13.0,32.0,6.0,1384.0,6.0,24.0,2.0,2952.0,18.0,40.0,1.0,2260.0,12.0,27.0,0.0
Right Winger,Viktor Tsygankov,178.0,left,LaLiga,Girona FC,663.0,1.0,10.0,1.0,2275.0,8.0,34.0,7.0,3581.0,12.0,42.0,12.0,2056.0,11.0,25.0,4.0,2434.0,15.0,34.0,9.0,2969.0,17.0,39.0,8.0,4026.0,20.0,46.0,17.0,3047.0,17.0,40.0,14.0,1299.0,5.0,29.0,6.0
Forward,Ricky van Wolfswinkel,186.0,right,Eredivisie,Twente Enschede FC,936.0,3.0,17.0,1.0,2305.0,16.0,39.0,2.0,3075.0,9.0,44.0,8.0,2813.0,17.0,35.0,8.0,1398.0,2.0,29.0,1.0,897.0,6.0,18.0,2.0,3133.0,17.0,42.0,8.0,1630.0,12.0,26.0,2.0,3152.0,23.0,37.0,6.0
Forward,Adam Armstrong,173.0,right,Premier League,Southampton FC,693.0,3.0,11.0,1.0,4062.0,24.0,52.0,13.0,2030.0,3.0,40.0,1.0,1758.0,2.0,28.0,2.0,3615.0,29.0,43.0,5.0,3663.0,17.0,48.0,7.0,3149.0,9.0,48.0,5.0,2912.0,12.0,44.0,2.0,2118.0,6.0,38.0,4.0
Forward,Jhon Córdoba,188.0,right,Premier Liga,FC Krasnodar,1211.0,8.0,16.0,5.0,2624.0,18.0,32.0,6.0,2963.0,21.0,37.0,10.0,1029.0,6.0,16.0,4.0,1543.0,7.0,21.0,2.0,2154.0,14.0,31.0,3.0,2012.0,21.0,33.0,3.0,1252.0,2.0,22.0,2.0,2824.0,8.0,37.0,5.0
Forward,Christian Gytkjaer,185.0,right,Serie A,Venezia FC,315.0,0.0,12.0,0.0,1955.0,13.0,43.0,2.0,649.0,2.0,24.0,0.0,1837.0,14.0,38.0,1.0,1557.0,6.0,24.0,5.0,3081.0,27.0,38.0,3.0,3316.0,17.0,39.0,4.0,2850.0,21.0,42.0,1.0,1458.0,5.0,24.0,0.0
Forward,Vaclav Jurecka,182.0,right,Süper Lig,Caykur Rizespor,382.0,3.0,11.0,0.0,2739.0,22.0,44.0,7.0,2204.0,26.0,35.0,5.0,3108.0,20.0,41.0,3.0,1539.0,8.0,28.0,3.0,1062.0,3.0,18.0,0.0,1418.0,3.0,30.0,2.0,1454.0,6.0,31.0,1.0,1813.0,14.0,32.0,1.0
Forward,Darwin Núñez,187.0,right,Premier League,Liverpool FC,860.0,3.0,16.0,2.0,3026.0,18.0,54.0,13.0,2366.0,15.0,42.0,4.0,2823.0,34.0,41.0,4.0,2775.0,14.0,44.0,12.0,2613.0,16.0,32.0,3.0,546.0,3.0,8.0,0.0,627.0,1.0,13.0,1.0,27.0,0.0,1.0,0.0
Forward,Serhou Guirassy,187.0,right,Bundesliga,Borussia Dortmund,1132.0,10.0,14.0,4.0,2380.0,30.0,30.0,3.0,2044.0,14.0,29.0,2.0,1562.0,12.0,48.0,3.0,2224.0,14.0,33.0,1.0,1993.0,9.0,24.0,1.0,1846.0,5.0,30.0,2.0,1362.0,7.0,23.0,1.0,427.0,2.0,10.0,1.0
Forward,Mateo Cassierra,186.0,right,Premier Liga,Zenit St. Petersburg,1439.0,7.0,21.0,4.0,2784.0,24.0,38.0,8.0,1958.0,6.0,34.0,8.0,2212.0,14.0,26.0,6.0,2361.0,11.0,36.0,1.0,2086.0,5.0,35.0,0.0,697.0,2.0,14.0,1.0,2637.0,19.0,34.0,8.0,2450.0,15.0,46.0,5.0
Attacking Midfield,Christopher Nkunku,177.0,right,Premier League,Chelsea FC,773.0,11.0,19.0,1.0,516.0,3.0,14.0,0.0,2733.0,23.0,36.0,9.0,4273.0,35.0,52.0,20.0,2801.0,7.0,40.0,11.0,2599.0,5.0,44.0,16.0,1491.0,4.0,29.0,2.0,686.0,5.0,27.0,0.0,2091.0,10.0,29.0,4.0
Forward,Kai Havertz,193.0,left,Premier League,Arsenal FC,1513.0,8.0,18.0,1.0,3827.0,14.0,51.0,7.0,3256.0,9.0,47.0,1.0,3246.0,14.0,47.0,5.0,2520.0,9.0,45.0,6.0,3797.0,18.0,45.0,9.0,3506.0,20.0,42.0,7.0,2470.0,4.0,35.0,9.0,2572.0,6.0,40.0,7.0
Forward,Serdar Dursun,190.0,right,Süper Lig,Alanyaspor,316.0,0.0,9.0,0.0,1256.0,9.0,35.0,2.0,793.0,4.0,26.0,5.0,2044.0,15.0,37.0,4.0,2911.0,29.0,36.0,8.0,2895.0,19.0,36.0,6.0,3083.0,11.0,35.0,7.0,1418.0,4.0,29.0,1.0,2123.0,11.0,35.0,4.0
Forward,Jonas Wind,190.0,right,Bundesliga,VfL Wolfsburg,564.0,4.0,12.0,1.0,2889.0,12.0,37.0,8.0,1376.0,6.0,26.0,0.0,3310.0,16.0,42.0,7.0,2764.0,17.0,32.0,8.0,1573.0,10.0,19.0,4.0,1952.0,9.0,30.0,6.0,1521.0,10.0,27.0,2.0,1927.0,17.0,24.0,1.0
Forward,Simon Banza,189.0,right,Süper Lig,Trabzonspor,825.0,8.0,11.0,0.0,2631.0,23.0,41.0,5.0,2293.0,14.0,47.0,10.0,2803.0,18.0,37.0,7.0,1441.0,5.0,35.0,2.0,1414.0,8.0,28.0,4.0,569.0,4.0,16.0,1.0,2011.0,18.0,25.0,1.0,1471.0,3.0,26.0,0.0
Forward,Nikolay Komlichenko,190.0,right,Premier Liga,FC Rostov,1180.0,5.0,20.0,2.0,1715.0,6.0,31.0,3.0,2481.0,12.0,33.0,14.0,1807.0,8.0,29.0,3.0,1202.0,5.0,27.0,2.0,2336.0,16.0,31.0,6.0,2832.0,29.0,33.0,7.0,1112.0,5.0,22.0,1.0,2081.0,14.0,32.0,0.0
Right Winger,Andreas Skov Olsen,187.0,left,Jupiler Pro League,Club Brugge KV,1188.0,5.0,20.0,3.0,3623.0,26.0,50.0,8.0,1974.0,9.0,30.0,7.0,1934.0,6.0,36.0,11.0,1179.0,2.0,26.0,3.0,748.0,1.0,26.0,0.0,3659.0,26.0,44.0,6.0,1712.0,19.0,26.0,4.0,1011.0,6.0,13.0,0.0
Forward,Fedor Smolov,187.0,right,Premier Liga,FC Krasnodar,732.0,4.0,19.0,3.0,1676.0,6.0,34.0,5.0,2094.0,12.0,31.0,6.0,2623.0,14.0,37.0,3.0,1847.0,11.0,28.0,4.0,1964.0,6.0,33.0,4.0,2165.0,8.0,31.0,5.0,2002.0,14.0,24.0,6.0,2692.0,25.0,31.0,0.0
Forward,Kasper Dolberg,187.0,right,Jupiler Pro League,RSC Anderlecht,1495.0,14.0,22.0,2.0,3133.0,15.0,42.0,5.0,720.0,2.0,22.0,1.0,1675.0,7.0,30.0,2.0,2202.0,6.0,29.0,2.0,2362.0,12.0,29.0,3.0,1954.0,12.0,39.0,6.0,1741.0,9.0,30.0,2.0,3368.0,23.0,48.0,8.0
Second Striker,Rafa,172.0,right,Süper Lig,Besiktas JK,1743.0,6.0,20.0,4.0,4372.0,22.0,52.0,15.0,3672.0,14.0,47.0,14.0,3368.0,12.0,45.0,18.0,3206.0,9.0,46.0,10.0,2178.0,11.0,36.0,9.0,2947.0,21.0,44.0,3.0,1547.0,3.0,25.0,5.0,1807.0,2.0,33.0,5.0
Forward,Youssef En-Nesyri,188.0,left,Süper Lig,Fenerbahce,869.0,6.0,19.0,2.0,3243.0,20.0,41.0,3.0,2880.0,18.0,48.0,1.0,1580.0,5.0,29.0,3.0,3004.0,24.0,52.0,0.0,2566.0,10.0,45.0,2.0,2219.0,11.0,34.0,2.0,1609.0,4.0,26.0,0.0,375.0,1.0,15.0,1.0
Forward,Julián Alvarez,170.0,right,LaLiga,Atlético de Madrid,1184.0,9.0,20.0,1.0,3481.0,19.0,54.0,13.0,2526.0,17.0,49.0,5.0,2157.0,18.0,26.0,6.0,3277.0,24.0,46.0,15.0,1734.0,9.0,32.0,6.0,731.0,3.0,16.0,4.0,54.0,0.0,2.0,0.0,,,,
Forward,Gaëtan Laborde,181.0,left,Ligue 1,OGC Nice,408.0,1.0,9.0,1.0,2207.0,6.0,38.0,2.0,3620.0,18.0,48.0,4.0,3717.0,20.0,47.0,8.0,3596.0,18.0,43.0,9.0,2668.0,7.0,33.0,6.0,3234.0,13.0,42.0,5.0,1082.0,3.0,22.0,0.0,2407.0,13.0,42.0,6.0
Forward,Patson Daka,183.0,right,Premier League,Leicester City,11.0,0.0,1.0,0.0,1211.0,7.0,22.0,5.0,1414.0,4.0,36.0,4.0,1989.0,11.0,38.0,4.0,2907.0,34.0,42.0,12.0,2692.0,27.0,45.0,12.0,1137.0,6.0,26.0,2.0,1605.0,5.0,30.0,6.0,699.0,4.0,11.0,2.0
Left Winger,Hirving Lozano,175.0,right,Eredivisie,PSV Eindhoven,246.0,4.0,6.0,1.0,1997.0,6.0,33.0,3.0,2076.0,4.0,41.0,4.0,1998.0,6.0,37.0,6.0,2640.0,15.0,43.0,5.0,1780.0,5.0,39.0,2.0,3273.0,21.0,40.0,12.0,2767.0,19.0,34.0,11.0,2981.0,18.0,37.0,7.0
Forward,Loïs Openda,177.0,right,Bundesliga,RB Leipzig,1441.0,6.0,17.0,5.0,3449.0,28.0,45.0,7.0,2801.0,21.0,42.0,4.0,4087.0,24.0,50.0,6.0,2807.0,13.0,38.0,5.0,799.0,1.0,25.0,3.0,727.0,4.0,28.0,1.0,224.0,1.0,3.0,2.0,166.0,0.0,7.0,1.0
Left Winger,Pedro Gonçalves,173.0,right,Liga Portugal,Sporting CP,885.0,5.0,12.0,6.0,3607.0,18.0,49.0,17.0,4230.0,20.0,51.0,15.0,2935.0,15.0,41.0,14.0,3033.0,23.0,37.0,5.0,3232.0,7.0,40.0,8.0,2023.0,5.0,23.0,3.0,1440.0,4.0,16.0,1.0,,,,
Forward,Santiago Gimenez,183.0,left,Eredivisie,Feyenoord Rotterdam,515.0,5.0,8.0,2.0,3204.0,26.0,41.0,8.0,3028.0,28.0,50.0,3.0,2183.0,9.0,43.0,2.0,2045.0,6.0,44.0,8.0,1862.0,8.0,27.0,1.0,831.0,5.0,10.0,0.0,1918.0,6.0,26.0,0.0,328.0,4.0,5.0,0.0
Right Winger,Mason Greenwood,181.0,both,Ligue 1,Olympique Marseille,1015.0,8.0,12.0,2.0,2908.0,10.0,36.0,6.0,,,,,1700.0,6.0,24.0,2.0,3150.0,12.0,52.0,5.0,2746.0,19.0,51.0,3.0,2399.0,26.0,30.0,6.0,1293.0,16.0,19.0,4.0,,,,
Left Winger,Anthony Nwakaeme,185.0,right,Süper Lig,Trabzonspor,449.0,0.0,10.0,1.0,1889.0,6.0,27.0,5.0,2282.0,9.0,28.0,3.0,2710.0,15.0,36.0,11.0,3060.0,7.0,35.0,7.0,3260.0,14.0,43.0,11.0,2825.0,12.0,36.0,12.0,3330.0,17.0,43.0,11.0,3809.0,17.0,48.0,12.0
Second Striker,Stoichkov,178.0,right,LaLiga,Deportivo Alavés,655.0,0.0,13.0,1.0,3202.0,12.0,42.0,7.0,3191.0,13.0,43.0,1.0,3083.0,21.0,41.0,4.0,2899.0,12.0,41.0,1.0,3077.0,16.0,40.0,5.0,823.0,3.0,20.0,0.0,2617.0,10.0,36.0,0.0,1678.0,9.0,30.0,0.0
Forward,Jean-Philippe Mateta,192.0,right,Premier League,Crystal Palace,1097.0,5.0,15.0,2.0,2574.0,19.0,39.0,5.0,1014.0,4.0,33.0,0.0,1573.0,7.0,28.0,1.0,1458.0,13.0,25.0,1.0,1057.0,3.0,18.0,1.0,2565.0,14.0,36.0,3.0,2921.0,20.0,38.0,0.0,1765.0,11.0,23.0,0.0
Forward,Tim Kleindienst,194.0,both,Bundesliga,Borussia Mönchengladbach,1144.0,7.0,13.0,5.0,2984.0,14.0,35.0,5.0,2980.0,25.0,34.0,7.0,2564.0,10.0,31.0,2.0,2226.0,14.0,38.0,1.0,2554.0,16.0,30.0,6.0,389.0,1.0,8.0,1.0,1210.0,2.0,25.0,3.0,2208.0,7.0,28.0,3.0
Forward,Chuba Akpom,183.0,right,Eredivisie,Ajax Amsterdam,1057.0,6.0,20.0,1.0,1519.0,15.0,36.0,3.0,3420.0,29.0,42.0,2.0,2955.0,11.0,53.0,3.0,2251.0,5.0,42.0,4.0,2239.0,10.0,43.0,3.0,1913.0,8.0,33.0,5.0,1741.0,8.0,24.0,2.0,563.0,3.0,15.0,2.0
Forward,Willian José,186.0,right,Premier Liga,Spartak Moscow,371.0,1.0,13.0,0.0,2400.0,14.0,43.0,6.0,1433.0,6.0,39.0,1.0,2152.0,11.0,44.0,5.0,2146.0,7.0,39.0,1.0,2162.0,11.0,41.0,1.0,2584.0,11.0,34.0,5.0,3164.0,20.0,40.0,4.0,2541.0,14.0,34.0,4.0
Left Winger,Luis Díaz,180.0,right,Premier League,Liverpool FC,1071.0,9.0,18.0,2.0,3615.0,13.0,51.0,5.0,1357.0,5.0,21.0,3.0,3965.0,22.0,54.0,11.0,2605.0,11.0,47.0,7.0,2973.0,14.0,50.0,6.0,1950.0,3.0,24.0,2.0,3998.0,16.0,59.0,7.0,2510.0,2.0,44.0,1.0
Forward,Arkadiusz Milik,186.0,left,Serie A,Juventus FC,,,,,1056.0,8.0,36.0,1.0,2255.0,9.0,41.0,1.0,2322.0,20.0,37.0,2.0,1315.0,10.0,16.0,1.0,2109.0,14.0,35.0,0.0,3153.0,20.0,47.0,4.0,543.0,6.0,17.0,0.0,872.0,8.0,23.0,1.0
Forward,Carlos Strandberg,187.0,left,Süper Lig,Hatayspor,640.0,4.0,12.0,0.0,2567.0,13.0,40.0,2.0,2140.0,15.0,26.0,3.0,2278.0,4.0,29.0,1.0,2548.0,16.0,29.0,2.0,2252.0,13.0,27.0,0.0,1950.0,14.0,28.0,3.0,1738.0,9.0,26.0,4.0,1418.0,7.0,35.0,2.0
Forward,Jordan,191.0,right,Bundesliga,1.FC Union Berlin,735.0,0.0,13.0,1.0,1627.0,7.0,29.0,4.0,1954.0,5.0,42.0,3.0,3165.0,27.0,45.0,5.0,1750.0,15.0,43.0,4.0,721.0,1.0,22.0,1.0,1041.0,7.0,23.0,1.0,2735.0,18.0,38.0,7.0,2180.0,15.0,30.0,0.0
Forward,Alassane Pléa,181.0,right,Bundesliga,Borussia Mönchengladbach,791.0,4.0,13.0,3.0,2150.0,7.0,30.0,7.0,1951.0,2.0,31.0,13.0,2157.0,10.0,36.0,8.0,2500.0,12.0,39.0,5.0,2453.0,10.0,33.0,11.0,2599.0,15.0,35.0,4.0,4083.0,21.0,49.0,7.0,2329.0,14.0,32.0,3.0
Forward,Mario Balotelli,189.0,right,Serie A,Genoa CFC,23.0,0.0,3.0,0.0,939.0,7.0,16.0,1.0,1329.0,6.0,21.0,1.0,2178.0,19.0,33.0,6.0,547.0,6.0,14.0,1.0,1410.0,5.0,19.0,0.0,1700.0,8.0,25.0,1.0,3043.0,26.0,38.0,2.0,2106.0,17.0,28.0,0.0
Forward,Nenê,183.0,right,Liga Portugal,Avs Futebol,323.0,3.0,5.0,0.0,2929.0,25.0,39.0,2.0,2675.0,18.0,34.0,4.0,2475.0,16.0,30.0,1.0,2388.0,10.0,35.0,3.0,879.0,4.0,28.0,0.0,1425.0,3.0,28.0,1.0,1821.0,9.0,28.0,4.0,1244.0,6.0,20.0,0.0
Forward,Elías Már Ómarsson,180.0,right,Eredivisie,NAC Breda,920.0,2.0,13.0,2.0,1630.0,5.0,25.0,2.0,2040.0,12.0,34.0,3.0,1650.0,7.0,32.0,2.0,3413.0,25.0,41.0,1.0,2380.0,14.0,35.0,5.0,2444.0,15.0,33.0,2.0,1217.0,12.0,17.0,1.0,1229.0,2.0,35.0,4.0
Forward,Mikel Oyarzabal,181.0,left,LaLiga,Real Sociedad,1133.0,2.0,17.0,2.0,3059.0,14.0,44.0,3.0,1453.0,4.0,28.0,1.0,2555.0,15.0,33.0,4.0,3192.0,13.0,43.0,10.0,3673.0,13.0,45.0,12.0,3500.0,14.0,41.0,4.0,3323.0,14.0,43.0,8.0,3171.0,4.0,43.0,9.0
Forward,Kevin Volland,179.0,left,Bundesliga,1.FC Union Berlin,13.0,0.0,1.0,0.0,1650.0,4.0,32.0,5.0,996.0,6.0,24.0,3.0,3731.0,15.0,51.0,13.0,3201.0,18.0,40.0,8.0,3018.0,12.0,40.0,10.0,3377.0,15.0,42.0,16.0,3004.0,14.0,35.0,4.0,2011.0,9.0,31.0,2.0
Forward,Ross Stewart,188.0,right,Premier League,Southampton FC,141.0,0.0,5.0,0.0,87.0,1.0,5.0,0.0,1092.0,11.0,15.0,3.0,4552.0,26.0,53.0,5.0,2490.0,9.0,36.0,2.0,1979.0,11.0,26.0,3.0,2324.0,12.0,36.0,4.0,2613.0,12.0,40.0,5.0,2281.0,11.0,32.0,1.0
Second Striker,Thomas Müller,185.0,right,Bundesliga,Bayern Munich,578.0,3.0,17.0,3.0,2180.0,7.0,41.0,12.0,2331.0,8.0,40.0,12.0,3565.0,13.0,45.0,25.0,3770.0,15.0,46.0,24.0,3499.0,14.0,50.0,26.0,3251.0,9.0,45.0,16.0,3127.0,15.0,45.0,18.0,3005.0,9.0,42.0,18.0
Forward,Nikola Krstović,185.0,right,Serie A,US Lecce,1197.0,3.0,14.0,0.0,2814.0,9.0,41.0,2.0,2665.0,26.0,35.0,4.0,1804.0,10.0,34.0,4.0,345.0,2.0,13.0,0.0,769.0,2.0,14.0,1.0,2900.0,19.0,34.0,0.0,3323.0,15.0,39.0,0.0,961.0,7.0,19.0,1.0
Forward,Gianni Bruno,180.0,right,Süper Lig,Eyüpspor,288.0,1.0,9.0,1.0,2212.0,17.0,34.0,5.0,2312.0,20.0,33.0,2.0,764.0,2.0,16.0,0.0,2965.0,20.0,35.0,5.0,2519.0,12.0,32.0,2.0,2708.0,13.0,35.0,4.0,774.0,3.0,14.0,1.0,1050.0,5.0,17.0,3.0
Forward,Patrik Schick,191.0,left,Bundesliga,Bayer 04 Leverkusen,666.0,8.0,16.0,1.0,1555.0,13.0,33.0,3.0,1532.0,4.0,23.0,1.0,2229.0,24.0,31.0,5.0,2293.0,13.0,36.0,2.0,1631.0,10.0,28.0,3.0,1745.0,5.0,32.0,3.0,1283.0,3.0,26.0,0.0,1655.0,13.0,35.0,4.0
Forward,Neal Maupay,171.0,right,Ligue 1,Olympique Marseille,379.0,2.0,8.0,2.0,1640.0,8.0,34.0,4.0,1265.0,1.0,29.0,1.0,2505.0,9.0,35.0,2.0,2709.0,8.0,36.0,2.0,2861.0,10.0,38.0,3.0,4023.0,28.0,49.0,9.0,2632.0,13.0,46.0,5.0,2379.0,13.0,32.0,1.0
Second Striker,Conor Chaplin,168.0,left,Premier League,Ipswich Town,376.0,1.0,11.0,1.0,3436.0,13.0,47.0,9.0,3660.0,29.0,52.0,5.0,2632.0,11.0,47.0,3.0,2382.0,4.0,39.0,3.0,3552.0,13.0,47.0,5.0,2124.0,8.0,33.0,3.0,1456.0,5.0,32.0,2.0,1712.0,8.0,42.0,3.0
Left Winger,Galeno,179.0,right,Liga Portugal,FC Porto,1487.0,12.0,19.0,3.0,3664.0,16.0,48.0,12.0,3472.0,15.0,52.0,9.0,2266.0,11.0,42.0,3.0,3723.0,7.0,50.0,11.0,2444.0,6.0,40.0,10.0,2845.0,9.0,36.0,11.0,1848.0,6.0,28.0,10.0,2177.0,10.0,37.0,6.0
Forward,Kevin van Veen,189.0,,Eredivisie,FC Groningen,188.0,0.0,5.0,0.0,1199.0,5.0,28.0,1.0,3626.0,29.0,44.0,2.0,2698.0,11.0,39.0,7.0,1215.0,2.0,21.0,3.0,2263.0,15.0,33.0,4.0,2623.0,11.0,41.0,5.0,2081.0,7.0,39.0,3.0,2810.0,12.0,42.0,8.0
Right Winger,Pablo Sarabia,174.0,left,Premier League,Wolverhampton Wanderers,305.0,1.0,7.0,0.0,2168.0,4.0,36.0,10.0,1396.0,1.0,32.0,0.0,3177.0,22.0,47.0,10.0,1703.0,7.0,37.0,4.0,2410.0,14.0,40.0,8.0,3730.0,23.0,52.0,17.0,3754.0,9.0,53.0,9.0,2812.0,11.0,46.0,12.0
Forward,Romano Postema,175.0,right,Eredivisie,FC Groningen,823.0,1.0,12.0,1.0,3387.0,21.0,40.0,4.0,1709.0,6.0,35.0,2.0,877.0,6.0,36.0,2.0,2463.0,12.0,32.0,8.0,1389.0,11.0,27.0,1.0,2659.0,34.0,33.0,1.0,1116.0,1.0,13.0,1.0,,,,
Forward,Ché Adams,179.0,right,Serie A,Torino FC,879.0,4.0,14.0,2.0,2571.0,17.0,46.0,6.0,2369.0,10.0,35.0,3.0,2144.0,8.0,33.0,3.0,2975.0,9.0,42.0,5.0,1422.0,5.0,36.0,3.0,3854.0,22.0,48.0,5.0,1802.0,9.0,33.0,2.0,2820.0,7.0,43.0,6.0
Forward,Taty Castellanos,178.0,right,Serie A,SS Lazio,1233.0,7.0,17.0,5.0,2131.0,6.0,46.0,5.0,2768.0,14.0,37.0,1.0,2114.0,17.0,25.0,6.0,3204.0,23.0,36.0,8.0,1855.0,7.0,29.0,2.0,2322.0,11.0,34.0,8.0,1940.0,4.0,29.0,3.0,589.0,2.0,12.0,0.0
Forward,Phillip Tietz,190.0,right,Bundesliga,FC Augsburg,876.0,4.0,13.0,2.0,2435.0,8.0,35.0,4.0,3152.0,14.0,37.0,5.0,2743.0,15.0,35.0,9.0,2671.0,12.0,38.0,7.0,417.0,5.0,17.0,2.0,2578.0,13.0,37.0,5.0,2250.0,10.0,32.0,7.0,2384.0,10.0,30.0,4.0
Forward,Jaime Mata,186.0,right,LaLiga,UD Las Palmas,329.0,4.0,13.0,0.0,1964.0,6.0,38.0,2.0,483.0,1.0,20.0,1.0,823.0,4.0,24.0,0.0,2142.0,5.0,35.0,0.0,3267.0,14.0,41.0,5.0,2717.0,16.0,38.0,6.0,3768.0,35.0,45.0,7.0,1742.0,6.0,31.0,2.0
Forward,Tobias Lauritsen,196.0,right,Eredivisie,Sparta Rotterdam,938.0,4.0,13.0,1.0,2673.0,13.0,33.0,9.0,3434.0,15.0,40.0,5.0,1216.0,6.0,16.0,0.0,2202.0,10.0,36.0,5.0,894.0,3.0,20.0,2.0,2288.0,17.0,42.0,3.0,2603.0,22.0,41.0,1.0,180.0,1.0,2.0,0.0
Left Winger,Karim Adeyemi,180.0,left,Bundesliga,Borussia Dortmund,510.0,5.0,8.0,5.0,1710.0,5.0,34.0,2.0,1870.0,9.0,32.0,6.0,2990.0,23.0,44.0,9.0,1293.0,9.0,39.0,11.0,2305.0,13.0,35.0,19.0,1585.0,6.0,20.0,4.0,1623.0,16.0,22.0,1.0,408.0,4.0,6.0,0.0
Forward,Eddie Nketiah,175.0,right,Premier League,Crystal Palace,645.0,1.0,9.0,0.0,1393.0,6.0,37.0,3.0,1861.0,9.0,39.0,2.0,1284.0,10.0,28.0,1.0,1310.0,6.0,30.0,1.0,1511.0,9.0,36.0,1.0,1237.0,11.0,20.0,4.0,1297.0,14.0,23.0,2.0,2107.0,24.0,33.0,5.0
Left Winger,Raphinha,176.0,left,LaLiga,FC Barcelona,1576.0,13.0,19.0,10.0,1950.0,10.0,37.0,13.0,2925.0,10.0,50.0,12.0,2968.0,11.0,36.0,3.0,2893.0,8.0,38.0,11.0,2706.0,9.0,35.0,5.0,2361.0,7.0,36.0,5.0,3673.0,18.0,43.0,6.0,2201.0,4.0,41.0,7.0
Forward,Oli McBurnie,188.0,right,LaLiga,UD Las Palmas,669.0,0.0,13.0,3.0,1357.0,6.0,23.0,3.0,2405.0,15.0,41.0,2.0,1148.0,1.0,30.0,2.0,1422.0,1.0,25.0,0.0,2346.0,6.0,40.0,0.0,3573.0,24.0,44.0,4.0,2391.0,19.0,36.0,2.0,1672.0,18.0,24.0,4.0
Right Winger,Leroy Sané,183.0,left,Bundesliga,Bayern Munich,471.0,3.0,13.0,0.0,3224.0,10.0,42.0,13.0,2768.0,14.0,44.0,10.0,2978.0,14.0,45.0,15.0,2628.0,10.0,44.0,12.0,81.0,0.0,3.0,0.0,2694.0,16.0,47.0,17.0,3618.0,14.0,49.0,19.0,2597.0,9.0,37.0,7.0
